,Articles,Cosine similarity,url
307,List of touch-solution manufacturers,0,https://en.wikipedia.org/wiki/List_of_touch-solution_manufacturers
308,List of traction motor manufacturers,0.012081081,https://en.wikipedia.org/wiki/List_of_traction_motor_manufacturers
309,List of tractor manufacturers,0.014837838,https://en.wikipedia.org/wiki/List_of_tractor_manufacturers
310,List of tram builders,0.102135135,https://en.wikipedia.org/wiki/List_of_tram_builders
311,List of venture capital firms,0.015432432,https://en.wikipedia.org/wiki/List_of_venture_capital_firms
312,List of vineyards and wineries,0.010243243,https://en.wikipedia.org/wiki/List_of_vineyards_and_wineries
313,List of wind turbine manufacturers,0.020324324,https://en.wikipedia.org/wiki/List_of_wind_turbine_manufacturers
314,Lists of airlines,0.008405405,https://en.wikipedia.org/wiki/Lists_of_airlines
315,Lists of banks,0.012405405,https://en.wikipedia.org/wiki/Lists_of_banks
316,Lists of bookstores,0.020810811,https://en.wikipedia.org/wiki/Bookselling
317,Lists of companies,0.011216216,https://en.wikipedia.org/wiki/Lists_of_companies
318,Lists of record labels,0.010756757,https://en.wikipedia.org/wiki/Lists_of_record_labels
319,Lists of video game companies,0.008162162,https://en.wikipedia.org/wiki/Lists_of_video_game_companies
320,Locus Biosciences,0.005189189,https://en.wikipedia.org/wiki/Locus_Biosciences
321,Lundbeck,0,https://en.wikipedia.org/wiki/L%C3%BCbeck
322,Lupin Limited,0.00127027,https://en.wikipedia.org/wiki/Lupin_Limited
323,Mallinckrodt,0.014702703,https://en.wikipedia.org/wiki/Mallinckrodt
324,MannKind Corporation,0.002378378,https://en.wikipedia.org/wiki/MannKind_Corporation
325,Marcia Angell,0,https://en.wikipedia.org/wiki/Marcia_Angell
326,Maxygen,0.009567568,https://en.wikipedia.org/wiki/Maxygen
327,McGuff Companies,0.051810811,https://en.wikipedia.org/wiki/McGuff_Companies
328,McNeil Consumer Healthcare,0.007918919,https://en.wikipedia.org/wiki/McNeil_Consumer_Healthcare
329,MedImmune,0.005081081,https://en.wikipedia.org/wiki/MedImmune
330,Meda AB,0.006054054,https://en.wikipedia.org/wiki/Meda_AB
331,Medac,0.00472973,https://en.wikipedia.org/wiki/The_Who_Sell_Out
332,Medarex,0.010486486,https://en.wikipedia.org/wiki/Medarex
333,Medinfar,0,https://en.wikipedia.org/wiki/Medinfar
334,Melior Discovery,0.052135135,https://en.wikipedia.org/wiki/Melior_Discovery
335,Menarini,0.009891892,https://en.wikipedia.org/wiki/Menarini
336,Merck & Co.,0.005108108,https://en.wikipedia.org/wiki/Merck_%26_Co.
337,Merck Group,0.000756757,https://en.wikipedia.org/wiki/Merck_Group
338,Mitsubishi Tanabe Pharma,0.081405405,https://en.wikipedia.org/wiki/Mitsubishi_Tanabe_Pharma
339,Molecular Partners,0.002648649,https://en.wikipedia.org/wiki/Molecular_Partners
340,Mustang Bio,0.005891892,https://en.wikipedia.org/wiki/Mustang_Bio
341,Mylan,0,https://en.wikipedia.org/wiki/Hua_Mulan
342,NovaBay Pharmaceuticals,0.044297297,https://en.wikipedia.org/wiki/NovaBay_Pharmaceuticals
343,Novartis,0,https://en.wikipedia.org/wiki/Novartis
344,Novo Nordisk,0.007,https://en.wikipedia.org/wiki/Novo_Nordisk
345,Noxxon Pharma,0.013513514,https://en.wikipedia.org/wiki/Noxxon_Pharma
346,Nycomed,0.074,https://en.wikipedia.org/wiki/Nycomed
347,Octapharma,0.066567568,https://en.wikipedia.org/wiki/Octapharma
348,Onyx Pharmaceuticals,0,https://en.wikipedia.org/wiki/Onyx_Pharmaceuticals
349,Orexo,0.018567568,https://en.wikipedia.org/wiki/Orexo
350,Orion Corporation,0.011297297,https://en.wikipedia.org/wiki/Orion_Corporation
351,Ortho-McNeil Pharmaceutical,0.053945946,https://en.wikipedia.org/wiki/Ortho-McNeil_Pharmaceutical
352,Ortho Pharmaceutical,0,https://en.wikipedia.org/wiki/Ortho_Pharmaceutical
353,Otsuka Pharmaceutical,0,https://en.wikipedia.org/wiki/Otsuka_Pharmaceutical
354,Oxford BioMedica,0.006378378,https://en.wikipedia.org/wiki/Oxford_BioMedica
355,PATH (global health organization),0.017432432,https://en.wikipedia.org/wiki/PATH_(global_health_organization)
356,PainCeptor Pharma,0.005108108,https://en.wikipedia.org/wiki/PainCeptor_Pharma
357,Panacea Biotec,0.022783784,https://en.wikipedia.org/wiki/Panacea_Biotec
358,Par Pharmaceutical,0.02627027,https://en.wikipedia.org/wiki/Endo_International
359,Perrigo,0.01372973,https://en.wikipedia.org/wiki/Perrigo
360,Perseid Therapeutics,0.009567568,https://en.wikipedia.org/wiki/Maxygen
361,Pfizer,0.047162162,https://en.wikipedia.org/wiki/Pfizer
362,Pharma Medica,0.006567568,https://en.wikipedia.org/wiki/Pharma_Medica
363,Pharma Nord,0.041081081,https://en.wikipedia.org/wiki/Pharma_Nord
364,Pharmaceutical Product Development,0.009135135,"https://en.wikipedia.org/wiki/PPD,_Inc."
365,Pharmaceutical companies,0.053486486,https://en.wikipedia.org/wiki/Pharmaceutical_industry
366,Pharmaceutical industry,0.053486486,https://en.wikipedia.org/wiki/Pharmaceutical_industry
367,Pharmaceutical industry in Bangladesh,0.068081081,https://en.wikipedia.org/wiki/Pharmaceutical_industry_in_Bangladesh
368,Pharmaceutical industry in China,0.045243243,https://en.wikipedia.org/wiki/Pharmaceutical_industry_in_China
369,Pharmaceutical industry in India,0.069297297,https://en.wikipedia.org/wiki/Pharmaceutical_industry_in_India
370,Pharmaceutical industry in Pakistan,0.004783784,https://en.wikipedia.org/wiki/Pharmaceutical_industry_in_Pakistan
371,Pharmaceutical industry in Russia,0.04427027,https://en.wikipedia.org/wiki/Pharmaceutical_industry_in_Russia
372,Pharmaceutical industry in Switzerland,0,https://en.wikipedia.org/wiki/Pharmaceutical_industry_in_Switzerland
373,Pharmaceutical industry in the People's Republic of China,0.045243243,https://en.wikipedia.org/wiki/Pharmaceutical_industry_in_China
374,Pharmaceutical industry in the United Kingdom,0.031243243,https://en.wikipedia.org/wiki/Pharmaceutical_industry_in_the_United_Kingdom
375,Pharmacia,0.011027027,https://en.wikipedia.org/wiki/Pharmakia
376,Pharmacosmos,0.049783784,https://en.wikipedia.org/wiki/Pharmacosmos
377,Pharmascience,0.000459459,https://en.wikipedia.org/wiki/Pharmascience
378,Piramal Group,0.033135135,https://en.wikipedia.org/wiki/Piramal_Group
379,Plexxikon,0.005648649,https://en.wikipedia.org/wiki/Plexxikon
380,Pliva,0.005108108,https://en.wikipedia.org/wiki/Pliva
381,ProMetic Life Sciences,0.001648649,https://en.wikipedia.org/wiki/Liminal_BioSciences
382,Procter & Gamble,0.003837838,https://en.wikipedia.org/wiki/Procter_%26_Gamble
383,Proteolix,0.008540541,https://en.wikipedia.org/wiki/Proteolix
384,Purdue Pharma,0.006918919,https://en.wikipedia.org/wiki/Purdue_Pharma
385,Ranbaxy Laboratories,0.026702703,https://en.wikipedia.org/wiki/Ranbaxy_Laboratories
386,Reckitt Benckiser,0.026297297,https://en.wikipedia.org/wiki/Reckitt_Benckiser
387,Regeneron Pharmaceuticals,0.052837838,https://en.wikipedia.org/wiki/Regeneron_Pharmaceuticals
388,Renovo plc,0.012081081,https://en.wikipedia.org/wiki/Renovo_plc
389,Repligen,0,https://en.wikipedia.org/wiki/Repligen
390,Rhône-Poulenc,0.02527027,https://en.wikipedia.org/wiki/Rh%C3%B4ne-Poulenc
391,Rubicon Research,0.040837838,https://en.wikipedia.org/wiki/Rubicon_Research
392,SIGA Technologies,0.011162162,https://en.wikipedia.org/wiki/SIGA_Technologies
393,STADA Arzneimittel,0.00127027,https://en.wikipedia.org/wiki/Stada_Arzneimittel
394,Saidal,0.038945946,https://en.wikipedia.org/wiki/Saidal
395,Salix Pharmaceuticals,0.002108108,https://en.wikipedia.org/wiki/Salix_Pharmaceuticals
396,Sangamo Therapeutics,0.013432432,https://en.wikipedia.org/wiki/Sangamo_Therapeutics
397,Sanofi,0.010702703,https://en.wikipedia.org/wiki/Sanofi
398,Sanofi Pasteur,0.000648649,https://en.wikipedia.org/wiki/Sanofi_Pasteur
399,Schering-Plough,0.008351351,https://en.wikipedia.org/wiki/Schering-Plough
400,Semiconductor equipment sales leaders by year,0.040783784,https://en.wikipedia.org/wiki/Semiconductor_equipment_sales_leaders_by_year
401,Serum Institute of India,0.008189189,https://en.wikipedia.org/wiki/Serum_Institute_of_India
402,Shionogi,0.001540541,https://en.wikipedia.org/wiki/Shionogi
403,Shire (pharmaceutical company),0.059297297,https://en.wikipedia.org/wiki/Shire_(pharmaceutical_company)
404,Side Effects (Bass book),0.022567568,https://en.wikipedia.org/wiki/Side_Effects_(Bass_book)
405,Sigma Healthcare,0.000945946,https://en.wikipedia.org/wiki/Sigma_Healthcare
406,Sinopharm Group,0.058351351,https://en.wikipedia.org/wiki/Sinopharm_Group
407,"Smith, Kline & French",0.013216216,"https://en.wikipedia.org/wiki/Smith,_Kline_%26_French"
408,Solvay S.A.,0.012027027,https://en.wikipedia.org/wiki/Solvay_S.A.
409,Sphere Fluidics,0.02627027,https://en.wikipedia.org/wiki/Sphere_Fluidics
410,Square Pharmaceuticals,0.082054054,https://en.wikipedia.org/wiki/Square_Pharmaceuticals
411,State Pharmaceuticals Corporation of Sri Lanka,0.026972973,https://en.wikipedia.org/wiki/State_Pharmaceuticals_Corporation_of_Sri_Lanka
412,Stiefel Laboratories,0.001459459,https://en.wikipedia.org/wiki/Stiefel_Laboratories
413,Strides Arcolab,0.001054054,https://en.wikipedia.org/wiki/Strides_Pharma_Science_Limited
414,Stryker Corporation,0.008189189,https://en.wikipedia.org/wiki/Stryker_Corporation
415,Sucampo Pharmaceuticals,0.005405405,https://en.wikipedia.org/wiki/Sucampo_Pharmaceuticals
416,Sumitomo Dainippon Pharma,0,https://en.wikipedia.org/wiki/Sumitomo_Dainippon_Pharma
417,Sun Pharmaceutical,0.001351351,https://en.wikipedia.org/wiki/Sun_Pharma
418,Sunovion,0.02572973,https://en.wikipedia.org/wiki/Sunovion
419,Sutro Biopharma,0.008162162,https://en.wikipedia.org/wiki/Sutro_Biopharma
420,Swedish Orphan Biovitrum,0.001405405,https://en.wikipedia.org/wiki/Swedish_Orphan_Biovitrum
421,Takeda Pharmaceutical Company,0.072513514,https://en.wikipedia.org/wiki/Takeda_Pharmaceutical_Company
422,Taro Pharmaceuticals,0,https://en.wikipedia.org/wiki/Taro_Pharmaceuticals
423,Tasly,0.054486486,https://en.wikipedia.org/wiki/Tasly
424,Teva Active Pharmaceutical Ingredients,0.071081081,https://en.wikipedia.org/wiki/Teva_Active_Pharmaceutical_Ingredients
425,Teva Pharmaceuticals,0.051648649,https://en.wikipedia.org/wiki/Teva_Pharmaceuticals
426,The Billion-Dollar Molecule,0.008540541,https://en.wikipedia.org/wiki/The_Billion-Dollar_Molecule
427,Torrent Pharmaceuticals,0.002135135,https://en.wikipedia.org/wiki/Torrent_Pharmaceuticals
428,Turing Pharmaceuticals,0.003459459,https://en.wikipedia.org/wiki/Vyera_Pharmaceuticals
429,UCB (company),0.001162162,https://en.wikipedia.org/wiki/UCB_(company)
430,USV Private Limited,0.012081081,https://en.wikipedia.org/wiki/USV_Private_Limited
431,Unichem Laboratories,0,https://en.wikipedia.org/wiki/Unichem_Laboratories
432,United States,0.024864865,https://en.wikipedia.org/wiki/United_States
433,Upjohn,0.045054054,https://en.wikipedia.org/wiki/Upjohn
434,Veloxis Pharmaceuticals,0.020783784,https://en.wikipedia.org/wiki/Veloxis_Pharmaceuticals
435,Vertex Pharmaceuticals,0.031621622,https://en.wikipedia.org/wiki/Vertex_Pharmaceuticals
436,"Vion Pharmaceuticals, Inc.",0.008540541,https://en.wikipedia.org/wiki/Vion_Pharmaceuticals
437,ViroMed,0.005081081,https://en.wikipedia.org/wiki/LabCorp
438,Warner-Lambert,0.012081081,https://en.wikipedia.org/wiki/Warner%E2%80%93Lambert
439,Wockhardt,0.001486486,https://en.wikipedia.org/wiki/Wockhardt
440,WuXi AppTec,0.003459459,https://en.wikipedia.org/wiki/WuXi_AppTec
441,Wyeth,0.001540541,https://en.wikipedia.org/wiki/Wyeth
